# Total Phase Data Center(tm) v6.73
# (c) 2005-2017 Total Phase, Inc.
# www.totalphase.com
#
# Sun Jan 21 03:16:11 2018
#
# Level,Sp,Index,m:s.ms.us,Dur,Len,Err,Dev,Ep,Record,Summary
2,FS,14553,0:11.715.346,82.666 us,64 B,,02,02,      IN txn   [3 POLL],00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,14554,0:11.715.346,25.916 us,,,02,02,         [3 IN-NAK],
3,FS,14555,0:11.715.378,2.083 us,3 B,,02,02,         IN packet,69 02 81
3,FS,14556,0:11.715.382,44.850 us,67 B,,02,02,         DATA0 packet,C3 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,14557,0:11.715.428,750 ns,1 B,,02,02,         ACK packet,D2
2,FS,14558,0:11.715.436,82.333 us,64 B,,02,02,      IN txn   [3 POLL],00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,14559,0:11.715.436,25.583 us,,,02,02,         [3 IN-NAK],
3,FS,14560,0:11.715.468,2.083 us,3 B,,02,02,         IN packet,69 02 81
3,FS,14561,0:11.715.471,44.850 us,67 B,,02,02,         DATA1 packet,4B 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,14562,0:11.715.517,750 ns,1 B,,02,02,         ACK packet,D2
2,FS,14563,0:11.715.525,82.416 us,64 B,,02,02,      IN txn   [3 POLL],00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,14564,0:11.715.525,25.666 us,,,02,02,         [3 IN-NAK],
3,FS,14565,0:11.715.557,2.083 us,3 B,,02,02,         IN packet,69 02 81
3,FS,14566,0:11.715.561,44.850 us,67 B,,02,02,         DATA0 packet,C3 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,14567,0:11.715.607,750 ns,1 B,,02,02,         ACK packet,D2
2,FS,14568,0:11.715.615,83.833 us,64 B,,02,02,      IN txn   [3 POLL],00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,14569,0:11.715.615,26.416 us,,,02,02,         [3 IN-NAK],
3,FS,14570,0:11.715.648,2.083 us,3 B,,02,02,         IN packet,69 02 81
3,FS,14571,0:11.715.652,44.850 us,67 B,,02,02,         DATA1 packet,4B 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,14572,0:11.715.698,750 ns,1 B,,02,02,         ACK packet,D2
2,FS,14573,0:11.715.706,82.500 us,64 B,,02,02,      IN txn   [3 POLL],00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,14574,0:11.715.706,25.750 us,,,02,02,         [3 IN-NAK],
3,FS,14575,0:11.715.738,2.083 us,3 B,,02,02,         IN packet,69 02 81
3,FS,14576,0:11.715.741,44.850 us,67 B,,02,02,         DATA0 packet,C3 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,14577,0:11.715.787,750 ns,1 B,,02,02,         ACK packet,D2
2,FS,14578,0:11.715.795,114.833 us,64 B,,02,02,      IN txn   [6 POLL],00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,14579,0:11.715.795,58.083 us,,,02,02,         [6 IN-NAK],
3,FS,14580,0:11.715.860,2.083 us,3 B,,02,02,         IN packet,69 02 81
3,FS,14581,0:11.715.863,44.933 us,67 B,,02,02,         DATA1 packet,4B 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,14582,0:11.715.909,750 ns,1 B,,02,02,         ACK packet,D2
2,FS,14583,0:11.715.917,92.833 us,64 B,,02,02,      IN txn   [4 POLL],00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,14584,0:11.715.917,36.166 us,,,02,02,         [4 IN-NAK],
3,FS,14585,0:11.715.960,2.083 us,3 B,,02,02,         IN packet,69 02 81
3,FS,14586,0:11.715.963,44.850 us,67 B,,02,02,         DATA0 packet,C3 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,14587,0:11.716.009,750 ns,1 B,,02,02,         ACK packet,D2
2,FS,14588,0:11.716.017,92.833 us,64 B,,02,02,      IN txn   [4 POLL],00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,14589,0:11.716.017,36.166 us,,,02,02,         [4 IN-NAK],
3,FS,14590,0:11.716.060,2.083 us,3 B,,02,02,         IN packet,69 02 81
3,FS,14591,0:11.716.063,44.850 us,67 B,,02,02,         DATA1 packet,4B 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,14592,0:11.716.109,750 ns,1 B,,02,02,         ACK packet,D2
2,FS,14593,0:11.716.119,84.166 us,64 B,,02,02,      IN txn   [3 POLL],00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,14594,0:11.716.119,27.166 us,,,02,02,         [3 IN-NAK],
3,FS,14595,0:11.716.153,2.083 us,3 B,,02,02,         IN packet,69 02 81
3,FS,14596,0:11.716.157,44.850 us,67 B,,02,02,         DATA0 packet,C3 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,14597,0:11.716.203,750 ns,1 B,,02,02,         ACK packet,D2
2,FS,14598,0:11.716.288,50.083 us,64 B,,02,02,      IN txn,00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,14599,0:11.716.288,2.083 us,3 B,,02,02,         IN packet,69 02 81
3,FS,14600,0:11.716.292,44.850 us,67 B,,02,02,         DATA1 packet,4B 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,14601,0:11.716.338,750 ns,1 B,,02,02,         ACK packet,D2
2,FS,14602,0:11.716.345,92.916 us,64 B,,02,02,      IN txn   [4 POLL],00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,14603,0:11.716.345,36.250 us,,,02,02,         [4 IN-NAK],
3,FS,14604,0:11.716.388,2.083 us,3 B,,02,02,         IN packet,69 02 81
3,FS,14605,0:11.716.392,44.850 us,67 B,,02,02,         DATA0 packet,C3 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,14606,0:11.716.438,750 ns,1 B,,02,02,         ACK packet,D2
2,FS,14607,0:11.716.445,82.416 us,64 B,,02,02,      IN txn   [3 POLL],00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,14608,0:11.716.445,25.583 us,,,02,02,         [3 IN-NAK],
3,FS,14609,0:11.716.478,2.083 us,3 B,,02,02,         IN packet,69 02 81
3,FS,14610,0:11.716.481,44.850 us,67 B,,02,02,         DATA1 packet,4B 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,14611,0:11.716.527,750 ns,1 B,,02,02,         ACK packet,D2
2,FS,14612,0:11.716.535,82.250 us,64 B,,02,02,      IN txn   [3 POLL],00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,14613,0:11.716.535,25.583 us,,,02,02,         [3 IN-NAK],
3,FS,14614,0:11.716.567,2.083 us,3 B,,02,02,         IN packet,69 02 81
3,FS,14615,0:11.716.570,44.850 us,67 B,,02,02,         DATA0 packet,C3 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,14616,0:11.716.616,750 ns,1 B,,02,02,         ACK packet,D2
2,FS,14617,0:11.716.624,114.250 us,64 B,,02,02,      IN txn   [6 POLL],00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,14618,0:11.716.624,57.500 us,,,02,02,         [6 IN-NAK],
3,FS,14619,0:11.716.688,2.083 us,3 B,,02,02,         IN packet,69 02 81
3,FS,14620,0:11.716.692,44.933 us,67 B,,02,02,         DATA1 packet,4B 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,14621,0:11.716.738,750 ns,1 B,,02,02,         ACK packet,D2
2,FS,14622,0:11.716.746,92.833 us,64 B,,02,02,      IN txn   [4 POLL],00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,14623,0:11.716.746,36.166 us,,,02,02,         [4 IN-NAK],
3,FS,14624,0:11.716.788,2.083 us,3 B,,02,02,         IN packet,69 02 81
3,FS,14625,0:11.716.792,44.850 us,67 B,,02,02,         DATA0 packet,C3 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,14626,0:11.716.838,750 ns,1 B,,02,02,         ACK packet,D2
2,FS,14627,0:11.716.845,93.000 us,64 B,,02,02,      IN txn   [4 POLL],00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,14628,0:11.716.845,36.166 us,,,02,02,         [4 IN-NAK],
3,FS,14629,0:11.716.888,2.083 us,3 B,,02,02,         IN packet,69 02 81
3,FS,14630,0:11.716.892,44.850 us,67 B,,02,02,         DATA1 packet,4B 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,14631,0:11.716.938,750 ns,1 B,,02,02,         ACK packet,D2
2,FS,14632,0:11.716.945,82.583 us,64 B,,02,02,      IN txn   [3 POLL],00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,14633,0:11.716.945,25.750 us,,,02,02,         [3 IN-NAK],
3,FS,14634,0:11.716.978,2.083 us,3 B,,02,02,         IN packet,69 02 81
3,FS,14635,0:11.716.981,44.850 us,67 B,,02,02,         DATA0 packet,C3 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,14636,0:11.717.027,750 ns,1 B,,02,02,         ACK packet,D2
2,FS,14637,0:11.717.035,82.166 us,64 B,,02,02,      IN txn   [3 POLL],00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,14638,0:11.717.035,25.416 us,,,02,02,         [3 IN-NAK],
3,FS,14639,0:11.717.067,2.083 us,3 B,,02,02,         IN packet,69 02 81
3,FS,14640,0:11.717.070,44.850 us,67 B,,02,02,         DATA1 packet,4B 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,14641,0:11.717.116,750 ns,1 B,,02,02,         ACK packet,D2
2,FS,14642,0:11.717.124,82.500 us,64 B,,02,02,      IN txn   [3 POLL],00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,14643,0:11.717.124,25.750 us,,,02,02,         [3 IN-NAK],
3,FS,14644,0:11.717.157,2.083 us,3 B,,02,02,         IN packet,69 02 81
3,FS,14645,0:11.717.160,44.850 us,67 B,,02,02,         DATA0 packet,C3 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,14646,0:11.717.206,750 ns,1 B,,02,02,         ACK packet,D2
2,FS,14647,0:11.717.288,50.083 us,64 B,,02,02,      IN txn,00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,14648,0:11.717.288,2.083 us,3 B,,02,02,         IN packet,69 02 81
3,FS,14649,0:11.717.292,44.850 us,67 B,,02,02,         DATA1 packet,4B 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,14650,0:11.717.338,750 ns,1 B,,02,02,         ACK packet,D2
2,FS,14651,0:11.717.346,82.333 us,64 B,,02,02,      IN txn   [3 POLL],00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,14652,0:11.717.346,25.583 us,,,02,02,         [3 IN-NAK],
3,FS,14653,0:11.717.378,2.083 us,3 B,,02,02,         IN packet,69 02 81
3,FS,14654,0:11.717.381,44.850 us,67 B,,02,02,         DATA0 packet,C3 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,14655,0:11.717.427,750 ns,1 B,,02,02,         ACK packet,D2
2,FS,14656,0:11.717.435,115.000 us,64 B,,02,02,      IN txn   [6 POLL],00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,14657,0:11.717.435,58.166 us,,,02,02,         [6 IN-NAK],
3,FS,14658,0:11.717.500,2.083 us,3 B,,02,02,         IN packet,69 02 81
3,FS,14659,0:11.717.503,44.850 us,67 B,,02,02,         DATA1 packet,4B 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,14660,0:11.717.549,750 ns,1 B,,02,02,         ACK packet,D2
2,FS,14661,0:11.717.557,93.416 us,64 B,,02,02,      IN txn   [4 POLL],00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,14662,0:11.717.557,36.500 us,,,02,02,         [4 IN-NAK],
3,FS,14663,0:11.717.600,2.083 us,3 B,,02,02,         IN packet,69 02 81
3,FS,14664,0:11.717.604,44.850 us,67 B,,02,02,         DATA0 packet,C3 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,14665,0:11.717.650,750 ns,1 B,,02,02,         ACK packet,D2
2,FS,14666,0:11.717.658,82.166 us,64 B,,02,02,      IN txn   [3 POLL],00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,14667,0:11.717.658,25.500 us,,,02,02,         [3 IN-NAK],
3,FS,14668,0:11.717.690,2.083 us,3 B,,02,02,         IN packet,69 02 81
3,FS,14669,0:11.717.693,44.850 us,67 B,,02,02,         DATA1 packet,4B 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,14670,0:11.717.739,750 ns,1 B,,02,02,         ACK packet,D2
2,FS,14671,0:11.717.747,82.250 us,64 B,,02,02,      IN txn   [3 POLL],00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,14672,0:11.717.747,25.500 us,,,02,02,         [3 IN-NAK],
3,FS,14673,0:11.717.779,2.083 us,3 B,,02,02,         IN packet,69 02 81
3,FS,14674,0:11.717.782,44.850 us,67 B,,02,02,         DATA0 packet,C3 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,14675,0:11.717.828,750 ns,1 B,,02,02,         ACK packet,D2
2,FS,14676,0:11.717.836,82.333 us,64 B,,02,02,      IN txn   [3 POLL],00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,14677,0:11.717.836,25.416 us,,,02,02,         [3 IN-NAK],
3,FS,14678,0:11.717.868,2.083 us,3 B,,02,02,         IN packet,69 02 81
3,FS,14679,0:11.717.872,44.850 us,67 B,,02,02,         DATA1 packet,4B 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,14680,0:11.717.918,750 ns,1 B,,02,02,         ACK packet,D2
2,FS,14681,0:11.717.926,82.083 us,64 B,,02,02,      IN txn   [3 POLL],00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,14682,0:11.717.926,25.416 us,,,02,02,         [3 IN-NAK],
3,FS,14683,0:11.717.958,2.083 us,3 B,,02,02,         IN packet,69 02 81
3,FS,14684,0:11.717.961,44.850 us,67 B,,02,02,         DATA0 packet,C3 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,14685,0:11.718.007,750 ns,1 B,,02,02,         ACK packet,D2
2,FS,14686,0:11.718.015,82.416 us,64 B,,02,02,      IN txn   [3 POLL],00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,14687,0:11.718.015,25.666 us,,,02,02,         [3 IN-NAK],
3,FS,14688,0:11.718.047,2.083 us,3 B,,02,02,         IN packet,69 02 81
3,FS,14689,0:11.718.051,44.850 us,67 B,,02,02,         DATA1 packet,4B 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,14690,0:11.718.097,750 ns,1 B,,02,02,         ACK packet,D2
2,FS,14691,0:11.718.104,82.166 us,64 B,,02,02,      IN txn   [3 POLL],00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,14692,0:11.718.104,25.416 us,,,02,02,         [3 IN-NAK],
3,FS,14693,0:11.718.137,2.083 us,3 B,,02,02,         IN packet,69 02 81
3,FS,14694,0:11.718.140,44.850 us,67 B,,02,02,         DATA0 packet,C3 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,14695,0:11.718.186,750 ns,1 B,,02,02,         ACK packet,D2
2,FS,14696,0:11.718.289,50.000 us,64 B,,02,02,      IN txn,00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,14697,0:11.718.289,2.083 us,3 B,,02,02,         IN packet,69 02 81
3,FS,14698,0:11.718.292,44.850 us,67 B,,02,02,         DATA1 packet,4B 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,14699,0:11.718.338,750 ns,1 B,,02,02,         ACK packet,D2
2,FS,14700,0:11.718.346,93.000 us,64 B,,02,02,      IN txn   [4 POLL],00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,14701,0:11.718.346,36.083 us,,,02,02,         [4 IN-NAK],
3,FS,14702,0:11.718.388,2.083 us,3 B,,02,02,         IN packet,69 02 81
3,FS,14703,0:11.718.392,44.850 us,67 B,,02,02,         DATA0 packet,C3 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,14704,0:11.718.438,750 ns,1 B,,02,02,         ACK packet,D2
2,FS,14705,0:11.718.446,93.250 us,64 B,,02,02,      IN txn   [4 POLL],00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,14706,0:11.718.446,36.333 us,,,02,02,         [4 IN-NAK],
3,FS,14707,0:11.718.489,2.083 us,3 B,,02,02,         IN packet,69 02 81
3,FS,14708,0:11.718.492,44.850 us,67 B,,02,02,         DATA1 packet,4B 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,14709,0:11.718.538,750 ns,1 B,,02,02,         ACK packet,D2
2,FS,14710,0:11.718.546,82.333 us,64 B,,02,02,      IN txn   [3 POLL],00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,14711,0:11.718.546,25.583 us,,,02,02,         [3 IN-NAK],
3,FS,14712,0:11.718.578,2.083 us,3 B,,02,02,         IN packet,69 02 81
3,FS,14713,0:11.718.581,44.850 us,67 B,,02,02,         DATA0 packet,C3 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,14714,0:11.718.627,750 ns,1 B,,02,02,         ACK packet,D2
2,FS,14715,0:11.718.635,82.333 us,64 B,,02,02,      IN txn   [3 POLL],00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,14716,0:11.718.635,25.500 us,,,02,02,         [3 IN-NAK],
3,FS,14717,0:11.718.668,2.083 us,3 B,,02,02,         IN packet,69 02 81
3,FS,14718,0:11.718.671,44.850 us,67 B,,02,02,         DATA1 packet,4B 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,14719,0:11.718.717,750 ns,1 B,,02,02,         ACK packet,D2
2,FS,14720,0:11.718.725,82.916 us,64 B,,02,02,      IN txn   [3 POLL],00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,14721,0:11.718.725,26.166 us,,,02,02,         [3 IN-NAK],
3,FS,14722,0:11.718.757,2.083 us,3 B,,02,02,         IN packet,69 02 81
3,FS,14723,0:11.718.761,44.850 us,67 B,,02,02,         DATA0 packet,C3 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,14724,0:11.718.807,750 ns,1 B,,02,02,         ACK packet,D2
2,FS,14725,0:11.718.814,82.166 us,64 B,,02,02,      IN txn   [3 POLL],00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,14726,0:11.718.814,25.416 us,,,02,02,         [3 IN-NAK],
3,FS,14727,0:11.718.847,2.083 us,3 B,,02,02,         IN packet,69 02 81
3,FS,14728,0:11.718.850,44.850 us,67 B,,02,02,         DATA1 packet,4B 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,14729,0:11.718.896,750 ns,1 B,,02,02,         ACK packet,D2
2,FS,14730,0:11.718.904,82.166 us,64 B,,02,02,      IN txn   [3 POLL],00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,14731,0:11.718.904,25.500 us,,,02,02,         [3 IN-NAK],
3,FS,14732,0:11.718.936,2.083 us,3 B,,02,02,         IN packet,69 02 81
3,FS,14733,0:11.718.939,44.850 us,67 B,,02,02,         DATA0 packet,C3 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,14734,0:11.718.985,750 ns,1 B,,02,02,         ACK packet,D2
2,FS,14735,0:11.718.993,114.333 us,64 B,,02,02,      IN txn   [6 POLL],00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,14736,0:11.718.993,57.583 us,,,02,02,         [6 IN-NAK],
3,FS,14737,0:11.719.057,2.083 us,3 B,,02,02,         IN packet,69 02 81
3,FS,14738,0:11.719.061,44.850 us,67 B,,02,02,         DATA1 packet,4B 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,14739,0:11.719.107,750 ns,1 B,,02,02,         ACK packet,D2
2,FS,14740,0:11.719.114,93.166 us,64 B,,02,02,      IN txn   [4 POLL],00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,14741,0:11.719.114,36.500 us,,,02,02,         [4 IN-NAK],
3,FS,14742,0:11.719.158,2.083 us,3 B,,02,02,         IN packet,69 02 81
3,FS,14743,0:11.719.161,44.850 us,67 B,,02,02,         DATA0 packet,C3 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,14744,0:11.719.207,750 ns,1 B,,02,02,         ACK packet,D2
2,FS,14745,0:11.719.289,50.083 us,64 B,,02,02,      IN txn,00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,14746,0:11.719.289,2.083 us,3 B,,02,02,         IN packet,69 02 81
3,FS,14747,0:11.719.292,44.850 us,67 B,,02,02,         DATA1 packet,4B 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,14748,0:11.719.338,750 ns,1 B,,02,02,         ACK packet,D2
2,FS,14749,0:11.719.346,82.166 us,64 B,,02,02,      IN txn   [3 POLL],00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,14750,0:11.719.346,25.333 us,,,02,02,         [3 IN-NAK],
3,FS,14751,0:11.719.378,2.083 us,3 B,,02,02,         IN packet,69 02 81
3,FS,14752,0:11.719.381,44.933 us,67 B,,02,02,         DATA0 packet,C3 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,14753,0:11.719.427,750 ns,1 B,,02,02,         ACK packet,D2
2,FS,14754,0:11.719.435,82.500 us,64 B,,02,02,      IN txn   [3 POLL],00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,14755,0:11.719.435,25.666 us,,,02,02,         [3 IN-NAK],
3,FS,14756,0:11.719.468,2.083 us,3 B,,02,02,         IN packet,69 02 81
3,FS,14757,0:11.719.471,44.850 us,67 B,,02,02,         DATA1 packet,4B 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,14758,0:11.719.517,750 ns,1 B,,02,02,         ACK packet,D2
2,FS,14759,0:11.719.525,82.333 us,64 B,,02,02,      IN txn   [3 POLL],00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,14760,0:11.719.525,25.500 us,,,02,02,         [3 IN-NAK],
3,FS,14761,0:11.719.557,2.083 us,3 B,,02,02,         IN packet,69 02 81
3,FS,14762,0:11.719.560,44.850 us,67 B,,02,02,         DATA0 packet,C3 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,14763,0:11.719.606,750 ns,1 B,,02,02,         ACK packet,D2
2,FS,14764,0:11.719.614,82.416 us,64 B,,02,02,      IN txn   [3 POLL],00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,14765,0:11.719.614,25.500 us,,,02,02,         [3 IN-NAK],
3,FS,14766,0:11.719.647,2.083 us,3 B,,02,02,         IN packet,69 02 81
3,FS,14767,0:11.719.650,44.850 us,67 B,,02,02,         DATA1 packet,4B 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,14768,0:11.719.696,750 ns,1 B,,02,02,         ACK packet,D2
2,FS,14769,0:11.719.704,82.250 us,64 B,,02,02,      IN txn   [3 POLL],00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,14770,0:11.719.704,25.583 us,,,02,02,         [3 IN-NAK],
3,FS,14771,0:11.719.736,2.083 us,3 B,,02,02,         IN packet,69 02 81
3,FS,14772,0:11.719.739,44.850 us,67 B,,02,02,         DATA0 packet,C3 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,14773,0:11.719.785,750 ns,1 B,,02,02,         ACK packet,D2
2,FS,14774,0:11.719.795,111.750 us,64 B,,02,02,      IN txn   [5 POLL],00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,14775,0:11.719.795,54.583 us,,,02,02,         [5 IN-NAK],
3,FS,14776,0:11.719.857,2.083 us,3 B,,02,02,         IN packet,69 02 81
3,FS,14777,0:11.719.860,44.850 us,67 B,,02,02,         DATA1 packet,4B 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
