# Total Phase Data Center(tm) v6.73
# (c) 2005-2017 Total Phase, Inc.
# www.totalphase.com
#
# Sun Jan 21 03:16:11 2018
#
# Level,Sp,Index,m:s.ms.us,Dur,Len,Err,Dev,Ep,Record,Summary
3,FS,3703,0:11.417.280,750 ns,1 B,,02,02,         ACK packet,D2
1,FS,3704,0:11.418.337,6.620.750 ms,4096 B,,02,02,   Data Transport,00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
2,FS,3705,0:11.418.337,50.000 us,64 B,,02,02,      IN txn,00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,3706,0:11.418.337,2.083 us,3 B,,02,02,         IN packet,69 02 81
3,FS,3707,0:11.418.340,44.850 us,67 B,,02,02,         DATA1 packet,4B 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,3708,0:11.418.386,750 ns,1 B,,02,02,         ACK packet,D2
2,FS,3709,0:11.418.402,82.500 us,64 B,,02,02,      IN txn   [3 POLL],00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,3710,0:11.418.402,25.750 us,,,02,02,         [3 IN-NAK],
3,FS,3711,0:11.418.435,2.083 us,3 B,,02,02,         IN packet,69 02 81
3,FS,3712,0:11.418.438,44.850 us,67 B,,02,02,         DATA0 packet,C3 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,3713,0:11.418.484,750 ns,1 B,,02,02,         ACK packet,D2
2,FS,3714,0:11.418.494,94.083 us,64 B,,02,02,      IN txn   [4 POLL],00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,3715,0:11.418.494,36.666 us,,,02,02,         [4 IN-NAK],
3,FS,3716,0:11.418.538,2.083 us,3 B,,02,02,         IN packet,69 02 81
3,FS,3717,0:11.418.541,44.850 us,67 B,,02,02,         DATA1 packet,4B 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,3718,0:11.418.587,750 ns,1 B,,02,02,         ACK packet,D2
2,FS,3719,0:11.418.597,95.583 us,64 B,,02,02,      IN txn   [4 POLL],00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,3720,0:11.418.597,38.166 us,,,02,02,         [4 IN-NAK],
3,FS,3721,0:11.418.643,2.083 us,3 B,,02,02,         IN packet,69 02 81
3,FS,3722,0:11.418.646,44.850 us,67 B,,02,02,         DATA0 packet,C3 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,3723,0:11.418.692,750 ns,1 B,,02,02,         ACK packet,D2
2,FS,3724,0:11.418.700,93.000 us,64 B,,02,02,      IN txn   [4 POLL],00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,3725,0:11.418.700,36.250 us,,,02,02,         [4 IN-NAK],
3,FS,3726,0:11.418.743,2.083 us,3 B,,02,02,         IN packet,69 02 81
3,FS,3727,0:11.418.746,44.850 us,67 B,,02,02,         DATA1 packet,4B 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,3728,0:11.418.792,750 ns,1 B,,02,02,         ACK packet,D2
2,FS,3729,0:11.418.800,82.166 us,64 B,,02,02,      IN txn   [3 POLL],00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,3730,0:11.418.800,25.500 us,,,02,02,         [3 IN-NAK],
3,FS,3731,0:11.418.832,2.083 us,3 B,,02,02,         IN packet,69 02 81
3,FS,3732,0:11.418.835,44.850 us,67 B,,02,02,         DATA0 packet,C3 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,3733,0:11.418.882,750 ns,1 B,,02,02,         ACK packet,D2
2,FS,3734,0:11.418.889,82.833 us,64 B,,02,02,      IN txn   [3 POLL],00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,3735,0:11.418.889,26.083 us,,,02,02,         [3 IN-NAK],
3,FS,3736,0:11.418.922,2.083 us,3 B,,02,02,         IN packet,69 02 81
3,FS,3737,0:11.418.925,44.850 us,67 B,,02,02,         DATA1 packet,4B 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,3738,0:11.418.971,750 ns,1 B,,02,02,         ACK packet,D2
2,FS,3739,0:11.418.981,94.083 us,64 B,,02,02,      IN txn   [4 POLL],00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,3740,0:11.418.981,37.416 us,,,02,02,         [4 IN-NAK],
3,FS,3741,0:11.419.025,2.083 us,3 B,,02,02,         IN packet,69 02 81
3,FS,3742,0:11.419.029,44.850 us,67 B,,02,02,         DATA0 packet,C3 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,3743,0:11.419.075,750 ns,1 B,,02,02,         ACK packet,D2
2,FS,3744,0:11.419.085,216.583 us,64 B,,02,02,      IN txn   [6 POLL],00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,3745,0:11.419.085,59.166 us,,,02,02,         [6 IN-NAK],
3,FS,3746,0:11.419.251,2.083 us,3 B,,02,02,         IN packet,69 02 81
3,FS,3747,0:11.419.255,44.850 us,67 B,,02,02,         DATA1 packet,4B 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,3748,0:11.419.301,750 ns,1 B,,02,02,         ACK packet,D2
2,FS,3749,0:11.419.308,93.166 us,64 B,,02,02,      IN txn   [4 POLL],00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,3750,0:11.419.308,36.333 us,,,02,02,         [4 IN-NAK],
3,FS,3751,0:11.419.352,2.083 us,3 B,,02,02,         IN packet,69 02 81
3,FS,3752,0:11.419.355,44.850 us,67 B,,02,02,         DATA0 packet,C3 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,3753,0:11.419.401,750 ns,1 B,,02,02,         ACK packet,D2
2,FS,3754,0:11.419.409,93.333 us,64 B,,02,02,      IN txn   [4 POLL],00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,3755,0:11.419.409,36.666 us,,,02,02,         [4 IN-NAK],
3,FS,3756,0:11.419.452,2.083 us,3 B,,02,02,         IN packet,69 02 81
3,FS,3757,0:11.419.455,44.850 us,67 B,,02,02,         DATA1 packet,4B 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,3758,0:11.419.501,750 ns,1 B,,02,02,         ACK packet,D2
2,FS,3759,0:11.419.509,82.333 us,64 B,,02,02,      IN txn   [3 POLL],00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,3760,0:11.419.509,25.583 us,,,02,02,         [3 IN-NAK],
3,FS,3761,0:11.419.541,2.083 us,3 B,,02,02,         IN packet,69 02 81
3,FS,3762,0:11.419.544,44.850 us,67 B,,02,02,         DATA0 packet,C3 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,3763,0:11.419.591,750 ns,1 B,,02,02,         ACK packet,D2
2,FS,3764,0:11.419.598,84.500 us,64 B,,02,02,      IN txn   [3 POLL],00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,3765,0:11.419.598,27.000 us,,,02,02,         [3 IN-NAK],
3,FS,3766,0:11.419.633,2.083 us,3 B,,02,02,         IN packet,69 02 81
3,FS,3767,0:11.419.636,44.850 us,67 B,,02,02,         DATA1 packet,4B 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,3768,0:11.419.682,750 ns,1 B,,02,02,         ACK packet,D2
2,FS,3769,0:11.419.692,93.166 us,64 B,,02,02,      IN txn   [4 POLL],00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,3770,0:11.419.692,36.250 us,,,02,02,         [4 IN-NAK],
3,FS,3771,0:11.419.735,2.083 us,3 B,,02,02,         IN packet,69 02 81
3,FS,3772,0:11.419.738,44.850 us,67 B,,02,02,         DATA0 packet,C3 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,3773,0:11.419.784,750 ns,1 B,,02,02,         ACK packet,D2
2,FS,3774,0:11.419.792,93.333 us,64 B,,02,02,      IN txn   [4 POLL],00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,3775,0:11.419.792,36.416 us,,,02,02,         [4 IN-NAK],
3,FS,3776,0:11.419.835,2.083 us,3 B,,02,02,         IN packet,69 02 81
3,FS,3777,0:11.419.839,44.850 us,67 B,,02,02,         DATA1 packet,4B 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,3778,0:11.419.885,750 ns,1 B,,02,02,         ACK packet,D2
2,FS,3779,0:11.419.892,83.250 us,64 B,,02,02,      IN txn   [3 POLL],00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,3780,0:11.419.892,25.416 us,,,02,02,         [3 IN-NAK],
3,FS,3781,0:11.419.926,2.083 us,3 B,,02,02,         IN packet,69 02 81
3,FS,3782,0:11.419.929,44.850 us,67 B,,02,02,         DATA0 packet,C3 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,3783,0:11.419.975,750 ns,1 B,,02,02,         ACK packet,D2
2,FS,3784,0:11.419.985,115.000 us,64 B,,02,02,      IN txn   [6 POLL],00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,3785,0:11.419.985,58.166 us,,,02,02,         [6 IN-NAK],
3,FS,3786,0:11.420.050,2.083 us,3 B,,02,02,         IN packet,69 02 81
3,FS,3787,0:11.420.053,44.850 us,67 B,,02,02,         DATA1 packet,4B 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,3788,0:11.420.099,750 ns,1 B,,02,02,         ACK packet,D2
2,FS,3789,0:11.420.107,194.250 us,64 B,,02,02,      IN txn   [4 POLL],00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,3790,0:11.420.107,36.500 us,,,02,02,         [4 IN-NAK],
3,FS,3791,0:11.420.251,2.083 us,3 B,,02,02,         IN packet,69 02 81
3,FS,3792,0:11.420.255,44.850 us,67 B,,02,02,         DATA0 packet,C3 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,3793,0:11.420.301,750 ns,1 B,,02,02,         ACK packet,D2
2,FS,3794,0:11.420.309,83.000 us,64 B,,02,02,      IN txn   [3 POLL],00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,3795,0:11.420.309,26.250 us,,,02,02,         [3 IN-NAK],
3,FS,3796,0:11.420.342,2.083 us,3 B,,02,02,         IN packet,69 02 81
3,FS,3797,0:11.420.345,44.850 us,67 B,,02,02,         DATA1 packet,4B 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,3798,0:11.420.391,750 ns,1 B,,02,02,         ACK packet,D2
2,FS,3799,0:11.420.399,93.250 us,64 B,,02,02,      IN txn   [4 POLL],00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,3800,0:11.420.399,36.416 us,,,02,02,         [4 IN-NAK],
3,FS,3801,0:11.420.442,2.083 us,3 B,,02,02,         IN packet,69 02 81
3,FS,3802,0:11.420.445,44.850 us,67 B,,02,02,         DATA0 packet,C3 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,3803,0:11.420.491,750 ns,1 B,,02,02,         ACK packet,D2
2,FS,3804,0:11.420.499,83.666 us,64 B,,02,02,      IN txn   [3 POLL],00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,3805,0:11.420.499,26.250 us,,,02,02,         [3 IN-NAK],
3,FS,3806,0:11.420.533,2.083 us,3 B,,02,02,         IN packet,69 02 81
3,FS,3807,0:11.420.536,44.850 us,67 B,,02,02,         DATA1 packet,4B 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,3808,0:11.420.582,750 ns,1 B,,02,02,         ACK packet,D2
2,FS,3809,0:11.420.590,84.583 us,64 B,,02,02,      IN txn   [3 POLL],00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,3810,0:11.420.590,26.833 us,,,02,02,         [3 IN-NAK],
3,FS,3811,0:11.420.624,2.083 us,3 B,,02,02,         IN packet,69 02 81
3,FS,3812,0:11.420.628,44.850 us,67 B,,02,02,         DATA0 packet,C3 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,3813,0:11.420.674,750 ns,1 B,,02,02,         ACK packet,D2
2,FS,3814,0:11.420.683,96.833 us,64 B,,02,02,      IN txn   [4 POLL],00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,3815,0:11.420.683,39.083 us,,,02,02,         [4 IN-NAK],
3,FS,3816,0:11.420.730,2.083 us,3 B,,02,02,         IN packet,69 02 81
3,FS,3817,0:11.420.733,44.850 us,67 B,,02,02,         DATA1 packet,4B 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,3818,0:11.420.779,750 ns,1 B,,02,02,         ACK packet,D2
2,FS,3819,0:11.420.787,93.166 us,64 B,,02,02,      IN txn   [4 POLL],00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,3820,0:11.420.787,36.333 us,,,02,02,         [4 IN-NAK],
3,FS,3821,0:11.420.831,2.083 us,3 B,,02,02,         IN packet,69 02 81
3,FS,3822,0:11.420.834,44.850 us,67 B,,02,02,         DATA0 packet,C3 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,3823,0:11.420.880,750 ns,1 B,,02,02,         ACK packet,D2
2,FS,3824,0:11.420.888,127.500 us,64 B,,02,02,      IN txn   [7 POLL],00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,3825,0:11.420.888,69.416 us,,,02,02,         [7 IN-NAK],
3,FS,3826,0:11.420.965,2.083 us,3 B,,02,02,         IN packet,69 02 81
3,FS,3827,0:11.420.969,44.850 us,67 B,,02,02,         DATA1 packet,4B 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,3828,0:11.421.015,750 ns,1 B,,02,02,         ACK packet,D2
2,FS,3829,0:11.421.023,83.750 us,64 B,,02,02,      IN txn   [3 POLL],00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,3830,0:11.421.023,26.833 us,,,02,02,         [3 IN-NAK],
3,FS,3831,0:11.421.057,2.083 us,3 B,,02,02,         IN packet,69 02 81
3,FS,3832,0:11.421.060,44.933 us,67 B,,02,02,         DATA0 packet,C3 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,3833,0:11.421.106,750 ns,1 B,,02,02,         ACK packet,D2
2,FS,3834,0:11.421.115,83.250 us,64 B,,02,02,      IN txn   [3 POLL],00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,3835,0:11.421.115,26.666 us,,,02,02,         [3 IN-NAK],
3,FS,3836,0:11.421.149,2.083 us,3 B,,02,02,         IN packet,69 02 81
3,FS,3837,0:11.421.152,44.850 us,67 B,,02,02,         DATA1 packet,4B 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,3838,0:11.421.198,750 ns,1 B,,02,02,         ACK packet,D2
2,FS,3839,0:11.421.254,50.083 us,64 B,,02,02,      IN txn,00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,3840,0:11.421.254,2.083 us,3 B,,02,02,         IN packet,69 02 81
3,FS,3841,0:11.421.258,44.850 us,67 B,,02,02,         DATA0 packet,C3 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,3842,0:11.421.304,750 ns,1 B,,02,02,         ACK packet,D2
2,FS,3843,0:11.421.312,82.500 us,64 B,,02,02,      IN txn   [3 POLL],00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,3844,0:11.421.312,25.583 us,,,02,02,         [3 IN-NAK],
3,FS,3845,0:11.421.344,2.083 us,3 B,,02,02,         IN packet,69 02 81
3,FS,3846,0:11.421.347,44.850 us,67 B,,02,02,         DATA1 packet,4B 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,3847,0:11.421.393,750 ns,1 B,,02,02,         ACK packet,D2
2,FS,3848,0:11.421.401,82.166 us,64 B,,02,02,      IN txn   [3 POLL],00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,3849,0:11.421.401,25.416 us,,,02,02,         [3 IN-NAK],
3,FS,3850,0:11.421.433,2.083 us,3 B,,02,02,         IN packet,69 02 81
3,FS,3851,0:11.421.436,44.850 us,67 B,,02,02,         DATA0 packet,C3 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,3852,0:11.421.483,750 ns,1 B,,02,02,         ACK packet,D2
2,FS,3853,0:11.421.490,84.750 us,64 B,,02,02,      IN txn   [3 POLL],00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,3854,0:11.421.490,26.750 us,,,02,02,         [3 IN-NAK],
3,FS,3855,0:11.421.525,2.083 us,3 B,,02,02,         IN packet,69 02 81
3,FS,3856,0:11.421.528,44.850 us,67 B,,02,02,         DATA1 packet,4B 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,3857,0:11.421.574,750 ns,1 B,,02,02,         ACK packet,D2
2,FS,3858,0:11.421.585,93.916 us,64 B,,02,02,      IN txn   [4 POLL],00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,3859,0:11.421.585,37.250 us,,,02,02,         [4 IN-NAK],
3,FS,3860,0:11.421.628,2.083 us,3 B,,02,02,         IN packet,69 02 81
3,FS,3861,0:11.421.632,44.850 us,67 B,,02,02,         DATA0 packet,C3 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,3862,0:11.421.678,750 ns,1 B,,02,02,         ACK packet,D2
2,FS,3863,0:11.421.686,124.833 us,64 B,,02,02,      IN txn   [7 POLL],00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,3864,0:11.421.686,68.166 us,,,02,02,         [7 IN-NAK],
3,FS,3865,0:11.421.760,2.083 us,3 B,,02,02,         IN packet,69 02 81
3,FS,3866,0:11.421.764,44.850 us,67 B,,02,02,         DATA1 packet,4B 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,3867,0:11.421.810,750 ns,1 B,,02,02,         ACK packet,D2
2,FS,3868,0:11.421.818,83.833 us,64 B,,02,02,      IN txn   [3 POLL],00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,3869,0:11.421.818,27.000 us,,,02,02,         [3 IN-NAK],
3,FS,3870,0:11.421.851,2.083 us,3 B,,02,02,         IN packet,69 02 81
3,FS,3871,0:11.421.855,44.850 us,67 B,,02,02,         DATA0 packet,C3 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,3872,0:11.421.901,750 ns,1 B,,02,02,         ACK packet,D2
2,FS,3873,0:11.421.911,84.833 us,64 B,,02,02,      IN txn   [3 POLL],00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,3874,0:11.421.911,27.500 us,,,02,02,         [3 IN-NAK],
3,FS,3875,0:11.421.946,2.083 us,3 B,,02,02,         IN packet,69 02 81
3,FS,3876,0:11.421.949,44.850 us,67 B,,02,02,         DATA1 packet,4B 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,3877,0:11.421.995,750 ns,1 B,,02,02,         ACK packet,D2
2,FS,3878,0:11.422.004,84.833 us,64 B,,02,02,      IN txn   [3 POLL],00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,3879,0:11.422.004,27.416 us,,,02,02,         [3 IN-NAK],
3,FS,3880,0:11.422.039,2.083 us,3 B,,02,02,         IN packet,69 02 81
3,FS,3881,0:11.422.042,44.933 us,67 B,,02,02,         DATA0 packet,C3 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,3882,0:11.422.088,750 ns,1 B,,02,02,         ACK packet,D2
2,FS,3883,0:11.422.096,82.416 us,64 B,,02,02,      IN txn   [3 POLL],00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,3884,0:11.422.096,25.500 us,,,02,02,         [3 IN-NAK],
3,FS,3885,0:11.422.128,2.083 us,3 B,,02,02,         IN packet,69 02 81
3,FS,3886,0:11.422.132,44.850 us,67 B,,02,02,         DATA1 packet,4B 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,3887,0:11.422.178,750 ns,1 B,,02,02,         ACK packet,D2
2,FS,3888,0:11.422.254,50.083 us,64 B,,02,02,      IN txn,00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,3889,0:11.422.254,2.083 us,3 B,,02,02,         IN packet,69 02 81
3,FS,3890,0:11.422.257,44.850 us,67 B,,02,02,         DATA0 packet,C3 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,3891,0:11.422.303,750 ns,1 B,,02,02,         ACK packet,D2
2,FS,3892,0:11.422.311,82.250 us,64 B,,02,02,      IN txn   [3 POLL],00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,3893,0:11.422.311,25.583 us,,,02,02,         [3 IN-NAK],
3,FS,3894,0:11.422.343,2.083 us,3 B,,02,02,         IN packet,69 02 81
3,FS,3895,0:11.422.346,44.850 us,67 B,,02,02,         DATA1 packet,4B 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,3896,0:11.422.392,750 ns,1 B,,02,02,         ACK packet,D2
2,FS,3897,0:11.422.400,82.250 us,64 B,,02,02,      IN txn   [3 POLL],00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,3898,0:11.422.400,25.416 us,,,02,02,         [3 IN-NAK],
3,FS,3899,0:11.422.432,2.083 us,3 B,,02,02,         IN packet,69 02 81
3,FS,3900,0:11.422.435,44.850 us,67 B,,02,02,         DATA0 packet,C3 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,3901,0:11.422.481,750 ns,1 B,,02,02,         ACK packet,D2
2,FS,3902,0:11.422.489,114.500 us,64 B,,02,02,      IN txn   [6 POLL],00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,3903,0:11.422.489,57.750 us,,,02,02,         [6 IN-NAK],
3,FS,3904,0:11.422.554,2.083 us,3 B,,02,02,         IN packet,69 02 81
3,FS,3905,0:11.422.557,44.850 us,67 B,,02,02,         DATA1 packet,4B 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,3906,0:11.422.603,750 ns,1 B,,02,02,         ACK packet,D2
2,FS,3907,0:11.422.611,82.333 us,64 B,,02,02,      IN txn   [3 POLL],00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,3908,0:11.422.611,25.416 us,,,02,02,         [3 IN-NAK],
3,FS,3909,0:11.422.643,2.083 us,3 B,,02,02,         IN packet,69 02 81
3,FS,3910,0:11.422.646,44.850 us,67 B,,02,02,         DATA0 packet,C3 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,3911,0:11.422.692,750 ns,1 B,,02,02,         ACK packet,D2
2,FS,3912,0:11.422.700,82.416 us,64 B,,02,02,      IN txn   [3 POLL],00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,3913,0:11.422.700,25.666 us,,,02,02,         [3 IN-NAK],
3,FS,3914,0:11.422.732,2.083 us,3 B,,02,02,         IN packet,69 02 81
3,FS,3915,0:11.422.736,44.850 us,67 B,,02,02,         DATA1 packet,4B 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,3916,0:11.422.782,750 ns,1 B,,02,02,         ACK packet,D2
2,FS,3917,0:11.422.789,82.166 us,64 B,,02,02,      IN txn   [3 POLL],00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,3918,0:11.422.789,25.416 us,,,02,02,         [3 IN-NAK],
3,FS,3919,0:11.422.821,2.083 us,3 B,,02,02,         IN packet,69 02 81
3,FS,3920,0:11.422.825,44.850 us,67 B,,02,02,         DATA0 packet,C3 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,3921,0:11.422.871,750 ns,1 B,,02,02,         ACK packet,D2
2,FS,3922,0:11.422.879,83.083 us,64 B,,02,02,      IN txn   [3 POLL],00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,3923,0:11.422.879,26.416 us,,,02,02,         [3 IN-NAK],
3,FS,3924,0:11.422.912,2.083 us,3 B,,02,02,         IN packet,69 02 81
3,FS,3925,0:11.422.915,44.850 us,67 B,,02,02,         DATA1 packet,4B 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,3926,0:11.422.961,750 ns,1 B,,02,02,         ACK packet,D2
2,FS,3927,0:11.422.969,82.333 us,64 B,,02,02,      IN txn   [3 POLL],00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
